,0,1,2,3,4
215,5122,1,3,2009,130000
216,10307,2,5,2009,115000
217,14836,2,2,2009,185000
218,15262,3,7,2009,185000
219,7390,2,5,2009,100000
220,6472,2,4,2009,100000
221,16770,3,9,2009,185000
222,3480,2,11,2009,130000
223,10928,3,6,2009,115000
224,8918,3,7,2009,124000
225,3182,2,8,2009,130000
226,9434,3,8,2009,115000
227,7984,3,9,2009,124000
228,10125,3,7,2009,115000
229,8965,3,6,2009,124000
230,8174,3,5,2009,124000
231,12891,4,7,2009,185000
232,9734,3,5,2009,115000
233,8433,3,6,2009,124000
234,7750,3,3,2009,124000
235,15896,4,5,2009,185000
236,7848,3,6,2009,124000
237,12720,4,9,2009,185000
238,10750,3,6,2009,115000
239,9085,3,11,2009,124000
240,11692,3,10,2009,185000
241,11194,3,9,2009,115000
242,10206,3,9,2009,115000
243,10130,3,3,2009,115000
244,9139,3,9,2009,124000
245,11128,2,10,2009,115000
246,7993,3,10,2009,124000
247,8640,3,5,2009,124000
248,12606,3,5,2009,185000
249,7500,2,6,2009,100000
250,10603,3,7,2009,115000
251,8125,3,10,2009,124000
252,10625,3,3,2009,115000
253,8736,3,8,2009,124000
254,8127,3,3,2009,124000
255,9605,3,4,2009,115000
256,7500,3,6,2009,100000
257,7500,3,8,2009,100000
258,10628,3,1,2009,115000
259,10141,3,1,2009,115000
260,13072,3,5,2009,185000
261,13072,3,8,2009,185000
262,12450,3,6,2009,185000
263,7328,2,2,2009,100000
264,11492,4,4,2009,185000
265,7703,3,11,2009,124000
266,7175,2,2,2009,100000
267,9109,3,10,2009,124000
268,10274,3,7,2009,115000
269,8250,4,5,2009,124000
270,9750,3,11,2009,115000
271,8499,3,6,2009,124000
272,9079,2,7,2009,124000
273,9316,3,5,2009,115000
274,7791,3,10,2009,124000
275,7150,3,10,2009,100000
276,15676,2,4,2009,185000
277,11949,3,7,2009,185000
278,2880,3,7,2009,130000
279,3830,2,1,2009,130000
280,4217,1,3,2009,130000
281,2998,2,8,2009,130000
282,3768,3,9,2009,130000
283,14694,2,6,2009,185000
284,15417,2,6,2009,185000
285,9600,4,1,2009,115000
286,12732,3,6,2009,185000
287,10400,5,5,2009,115000
288,9600,3,8,2009,115000
289,9000,3,8,2009,124000
290,13774,4,11,2009,185000
291,7130,2,6,2009,100000
292,9600,3,3,2009,115000
293,9600,4,5,2009,115000
294,16500,3,5,2009,185000
295,7436,2,8,2009,100000
296,8125,3,9,2009,124000
297,9450,3,5,2009,115000
298,13495,3,7,2009,185000
299,9350,3,2,2009,115000
300,10500,3,7,2009,115000
301,8970,4,6,2009,124000
302,11475,4,9,2009,185000
303,9768,2,2,2009,115000
304,9900,2,4,2009,115000
305,10573,3,4,2009,115000
306,14695,2,7,2009,185000
307,8760,3,6,2009,124000
308,12285,3,8,2009,185000
309,9240,3,6,2009,115000
310,8750,3,11,2009,124000
311,8750,3,7,2009,124000
312,10400,3,11,2009,115000
313,9482,4,12,2009,115000
314,8128,3,2,2009,124000
315,13070,2,10,2009,185000
316,8480,2,8,2009,124000
317,7626,2,3,2009,124000
318,9533,2,8,2009,115000
319,11419,3,12,2009,185000
320,9600,3,8,2009,115000
321,5470,2,8,2009,130000
322,10800,4,8,2009,115000
323,8146,2,5,2009,124000
324,10230,3,12,2009,115000
325,10410,3,6,2009,115000
326,7200,4,8,2009,100000
327,5400,2,6,2009,130000
328,10800,2,6,2009,115000
329,10800,1,11,2009,115000
330,9671,6,8,2009,115000
331,10143,3,6,2009,115000
332,11500,3,5,2009,185000
333,8010,2,9,2009,124000
334,10454,3,4,2009,115000
335,9000,2,4,2009,124000
336,8064,3,12,2009,124000
337,7350,3,3,2009,100000
338,7200,2,9,2009,100000
339,8000,3,7,2009,124000
340,10800,4,8,2009,115000
341,8064,3,8,2009,124000
342,7570,4,3,2009,124000
343,8604,2,11,2009,124000
344,7936,3,4,2009,124000
345,4080,3,6,2009,130000
346,10307,4,6,2009,115000
347,15660,3,7,2009,185000
348,9900,3,3,2009,115000
349,6406,3,10,2009,100000
350,7627,4,10,2009,124000
351,10134,3,7,2009,115000
352,6000,3,3,2009,100000
353,7404,2,11,2009,100000
354,5925,1,10,2009,100000
355,8520,2,2,2009,124000
356,9600,3,6,2009,115000
357,8400,3,6,2009,124000
358,3600,3,5,2009,130000
359,3300,2,6,2009,130000
360,5400,3,9,2009,130000
361,9720,4,9,2009,115000
362,9392,2,9,2009,115000
363,6615,3,9,2009,100000
364,4960,3,5,2009,130000
365,6000,3,6,2009,100000
366,6120,2,3,2009,100000
367,6120,3,2,2009,100000
368,8635,2,8,2009,124000
369,8094,3,6,2009,124000
370,9928,3,6,2009,115000
371,3000,4,9,2009,130000
372,6876,4,8,2009,100000
373,5775,3,2,2009,130000
374,5852,6,5,2009,100000
375,5160,3,8,2009,130000
376,5160,1,7,2009,130000
377,10320,3,2,2009,115000
378,4280,2,9,2009,130000
379,10800,3,3,2009,115000
380,10547,2,7,2009,115000
381,9780,4,3,2009,115000
382,11625,3,4,2009,185000
383,8014,3,6,2009,124000
384,15400,4,7,2009,185000
385,15312,3,3,2009,185000
386,15584,4,10,2009,185000
387,9000,2,6,2009,124000
388,15635,2,10,2009,185000
389,9571,2,2,2009,115000
390,9350,3,7,2009,115000
391,7440,3,9,2009,100000
392,4235,2,2,2009,130000
393,10778,1,7,2009,115000
394,19255,2,9,2009,185000
395,10560,3,8,2009,115000
396,26400,4,6,2009,185000
397,7018,6,6,2009,100000
398,7018,4,6,2009,100000
399,7040,2,6,2009,100000
400,7007,4,6,2009,100000
401,11855,6,10,2009,185000
402,7939,6,10,2009,124000
403,7976,6,10,2009,124000
404,10933,1,7,2009,115000
405,10816,3,11,2009,115000
406,9178,3,6,2009,124000
407,11422,3,4,2009,185000
408,6762,2,5,2009,100000
409,10324,2,3,2009,115000
410,11645,3,3,2009,185000
411,11646,3,7,2009,185000
412,16698,3,6,2009,185000
413,9757,3,10,2009,115000
414,14753,3,12,2009,185000
415,8750,3,4,2009,124000
416,10739,3,4,2009,115000
417,11166,3,7,2009,115000
418,16269,3,7,2009,185000
419,6950,2,10,2009,100000
420,11664,3,9,2009,185000
421,12334,4,6,2009,185000
422,8749,3,11,2009,124000
423,11250,3,5,2009,115000
424,15750,2,6,2009,185000
425,12782,3,6,2009,185000
426,8750,3,8,2009,124000
427,10200,3,1,2009,115000
428,11069,3,7,2009,115000
429,10682,3,7,2009,115000
430,3675,2,4,2009,130000
431,6410,3,3,2009,100000
432,11767,3,6,2009,185000
433,10926,6,8,2009,115000
434,11767,2,5,2009,185000
435,8212,3,9,2009,124000
436,6300,3,7,2009,100000
437,5707,3,3,2009,130000
438,8574,3,10,2009,124000
439,7155,3,5,2009,100000
440,13680,2,2,2009,185000
441,14680,2,6,2009,185000
442,8145,5,7,2009,124000
443,9100,2,10,2009,124000
444,13339,3,5,2009,185000
445,15600,3,10,2009,185000
446,17500,3,1,2009,185000
447,1733,2,5,2009,130000
448,1488,2,10,2009,130000
449,1612,2,7,2009,130000
450,13607,3,4,2009,185000
451,17597,3,7,2009,185000
452,8660,5,12,2009,124000
453,10200,2,5,2009,115000
454,3843,2,6,2009,130000
455,21780,1,3,2009,185000
456,10125,3,5,2009,115000
457,9750,2,4,2009,115000
458,9360,2,11,2009,115000
459,11070,2,4,2009,115000
460,13438,3,7,2009,185000
461,14463,3,1,2009,185000
462,9839,3,2,2009,115000
463,14419,3,7,2009,185000
464,9157,3,2,2009,124000
465,12633,2,5,2009,185000
466,12518,3,4,2009,185000
467,13383,3,3,2009,185000
468,7689,2,7,2009,124000
469,7706,2,8,2009,124000
470,7669,2,6,2009,124000
471,10429,3,7,2009,115000
472,10457,4,4,2009,115000
473,8702,3,4,2008,124000
474,8139,3,10,2008,124000
475,9535,3,5,2008,115000
476,15038,3,11,2008,185000
477,14137,3,11,2008,185000
478,6264,1,7,2008,100000
479,5070,2,8,2008,130000
480,11184,3,4,2008,115000
481,14067,3,9,2008,185000
482,5950,2,4,2008,100000
483,13543,5,7,2008,185000
484,15401,2,9,2008,185000
485,31220,3,5,2008,185000
486,8118,2,7,2008,124000
487,47280,3,7,2008,185000
488,12680,2,6,2008,185000
489,10825,3,7,2008,115000
490,18559,3,8,2008,185000
491,14450,3,3,2008,185000
492,13068,3,11,2008,185000
493,10400,3,3,2008,115000
494,9743,3,6,2008,115000
495,12511,4,12,2008,185000
496,10400,2,4,2008,115000
497,14311,4,6,2008,185000
498,9000,4,6,2008,124000
499,10295,2,9,2008,115000
500,7560,3,5,2008,124000
501,1680,2,2,2008,130000
502,1890,2,4,2008,130000
503,1680,3,12,2008,130000
504,2308,4,5,2008,130000
505,2529,2,9,2008,130000
506,12704,3,1,2008,185000
507,13693,4,8,2008,185000
508,14418,2,5,2008,185000
509,13418,4,10,2008,185000
510,12539,4,6,2008,185000
511,12151,3,8,2008,185000
512,8899,4,6,2008,124000
513,10574,4,7,2008,115000
514,12720,1,2,2008,185000
515,10845,2,6,2008,115000
516,16900,4,1,2008,185000
517,16451,4,7,2008,185000
518,10110,2,11,2008,115000
519,12304,2,6,2008,185000
520,8232,2,6,2008,124000
521,6240,2,6,2008,100000
522,6240,2,2,2008,100000
523,2448,2,10,2008,130000
524,3940,2,8,2008,130000
525,3940,2,5,2008,130000
526,3710,2,3,2008,130000
527,9024,3,7,2008,124000
528,8010,3,7,2008,124000
529,8396,4,5,2008,124000
530,7301,2,11,2008,100000
531,8220,3,7,2008,124000
532,7750,3,4,2008,124000
533,12460,4,5,2008,185000
534,8390,3,5,2008,124000
535,9660,3,9,2008,115000
536,11000,4,6,2008,115000
537,11675,2,7,2008,185000
538,10990,4,6,2008,115000
539,11929,4,6,2008,185000
540,10010,4,7,2008,115000
541,13253,3,5,2008,185000
542,9801,3,7,2008,115000
543,9428,3,2,2008,115000
544,10037,3,8,2008,115000
545,8640,3,7,2008,124000
546,10625,3,6,2008,115000
547,7500,2,4,2008,100000
548,10110,3,7,2008,115000
549,12774,3,7,2008,185000
550,13072,3,6,2008,185000
551,9260,3,3,2008,115000
552,8453,3,4,2008,124000
553,8480,3,10,2008,124000
554,14565,3,11,2008,185000
555,8450,3,9,2008,124000
556,8285,3,5,2008,124000
557,9100,3,8,2008,124000
558,8100,3,7,2008,124000
559,8450,3,4,2008,124000
560,6360,3,1,2008,100000
561,19508,3,7,2008,185000
562,10759,4,7,2008,115000
563,9205,4,6,2008,124000
564,11025,4,6,2008,115000
565,3435,1,6,2008,130000
566,3180,2,5,2008,130000
567,3180,2,3,2008,130000
568,2280,3,4,2008,130000
569,4765,2,7,2008,130000
570,4538,1,7,2008,130000
571,4385,2,9,2008,130000
572,4109,2,6,2008,130000
573,2160,3,6,2008,130000
574,10646,3,6,2008,115000
575,2645,3,12,2008,130000
576,2645,3,12,2008,130000
577,3951,2,2,2008,130000
578,11064,1,8,2008,115000
579,24572,3,6,2008,185000
580,16280,3,5,2008,185000
581,7500,3,4,2008,100000
582,11104,4,5,2008,115000
583,11050,4,10,2008,115000
584,15387,4,8,2008,185000
585,9750,4,8,2008,115000
586,8814,4,6,2008,124000
587,8125,3,7,2008,124000
588,11072,6,11,2008,115000
589,13355,4,5,2008,185000
590,7785,2,3,2008,124000
591,9900,3,5,2008,115000
592,11332,3,8,2008,185000
593,4882,2,9,2008,130000
594,9600,3,2,2008,115000
595,9600,3,9,2008,115000
596,7584,3,6,2008,124000
597,14670,4,8,2008,185000
598,8856,3,5,2008,124000
599,9840,2,6,2008,115000
600,13200,3,5,2008,185000
601,10425,3,4,2008,115000
602,11556,2,5,2008,185000
603,9373,3,5,2008,115000
604,12774,2,7,2008,185000
605,14250,3,9,2008,185000
606,8838,4,10,2008,124000
607,12436,5,1,2008,185000
608,10122,1,8,2008,115000
609,7506,3,5,2008,100000
610,5400,2,7,2008,130000
611,10836,3,6,2008,115000
612,10180,3,6,2008,115000
613,11355,3,4,2008,185000
614,12929,3,6,2008,185000
615,7200,2,2,2008,100000
616,8000,3,5,2008,124000
617,8000,3,11,2008,124000
618,8064,3,9,2008,124000
619,6390,2,6,2008,100000
620,7200,4,4,2008,100000
621,8513,6,11,2008,124000
622,7200,3,3,2008,100000
623,7200,2,7,2008,100000
624,7590,3,5,2008,124000
625,9836,3,12,2008,115000
626,9184,3,7,2008,124000
627,4800,2,1,2008,130000
628,4800,2,8,2008,130000
629,6000,4,6,2008,100000
630,11426,3,6,2008,185000
631,7628,2,5,2008,124000
632,7308,2,6,2008,100000
633,5400,2,2,2008,130000
634,10800,3,5,2008,115000
635,6756,2,9,2008,100000
636,5914,3,9,2008,100000
637,9000,3,6,2008,124000
638,7311,1,3,2008,100000
639,12205,5,12,2008,185000
640,9142,4,2,2008,124000
641,5350,3,3,2008,130000
642,9143,2,5,2008,124000
643,9600,4,4,2008,115000
644,6000,3,2,2008,100000
645,11340,2,11,2008,185000
646,10800,5,12,2008,115000
647,9750,2,6,2008,115000
648,8516,2,5,2008,124000
649,7111,2,7,2008,100000
650,7425,3,8,2008,100000
651,7010,3,7,2008,100000
652,5000,3,5,2008,130000
653,5870,3,4,2008,100000
654,6000,3,7,2008,100000
655,6000,2,7,2008,100000
656,6000,3,5,2008,100000
657,6000,2,4,2008,100000
658,5000,3,4,2008,130000
659,5520,3,4,2008,130000
660,5940,2,4,2008,100000
661,6240,2,8,2008,100000
662,6120,1,6,2008,100000
663,6240,4,1,2008,100000
664,6120,4,10,2008,100000
665,9144,4,3,2008,124000
666,8094,5,9,2008,124000
667,4347,3,6,2008,130000
668,6291,1,7,2008,100000
669,10266,4,5,2008,115000
670,6876,4,11,2008,100000
671,10320,2,4,2008,115000
672,7200,2,7,2008,100000
673,7006,3,8,2008,100000
674,10320,1,8,2008,115000
675,10320,3,5,2008,115000
676,9488,3,9,2008,115000
677,11235,3,5,2008,115000
678,13014,3,12,2008,185000
679,10265,3,7,2008,115000
680,7703,3,5,2008,124000
681,9981,3,3,2008,115000
682,7400,2,3,2008,100000
683,12900,3,1,2008,185000
684,9239,3,5,2008,115000
685,14175,1,6,2008,185000
686,10532,3,12,2008,115000
687,8375,2,6,2008,124000
688,10200,3,6,2008,115000
689,20270,3,4,2008,185000
690,5190,2,1,2008,130000
691,19550,2,1,2008,185000
692,9571,3,7,2008,115000
693,9350,2,4,2008,115000
694,9360,3,11,2008,115000
695,9771,4,6,2008,115000
696,9938,3,4,2008,115000
697,14171,4,12,2008,185000
698,10541,3,2,2008,115000
699,10616,3,3,2008,115000
700,9345,3,5,2008,115000
701,11778,3,6,2008,185000
702,11778,3,12,2008,185000
703,11454,3,2,2008,185000
704,11500,2,3,2008,185000
705,9750,3,8,2008,115000
706,8696,3,5,2008,124000
707,13142,3,7,2008,185000
708,8998,3,6,2008,124000
709,12192,3,5,2008,185000
710,12250,3,5,2008,185000
711,9216,3,9,2008,124000
712,14330,2,8,2008,185000
713,10400,3,6,2008,115000
714,9720,3,1,2008,115000
715,14860,3,6,2008,185000
716,10905,4,8,2008,115000
717,11690,3,6,2008,185000
718,4426,1,2,2008,130000
719,10126,2,7,2008,115000
720,9750,3,6,2008,115000
721,11058,3,2,2008,115000
722,9627,3,6,2008,115000
723,9825,3,4,2008,115000
724,12102,3,4,2008,185000
725,6500,3,5,2008,100000
726,9638,3,11,2008,115000
727,7200,3,2,2008,100000
728,47007,5,7,2008,185000
729,6012,2,6,2008,100000
730,6845,2,7,2008,100000
731,6931,2,5,2008,100000
732,12180,2,1,2008,185000
733,8050,4,4,2008,124000
734,9520,2,5,2008,115000
735,7692,3,11,2008,124000
736,5142,3,6,2008,130000
737,7290,2,4,2008,100000
738,7804,4,7,2008,124000
739,8969,2,7,2008,124000
740,15564,3,1,2008,185000
741,7609,3,6,2008,124000
742,9650,4,6,2008,115000
743,11700,4,7,2008,185000
744,9260,3,3,2008,115000
745,7801,2,5,2008,124000
746,9670,4,6,2008,115000
747,12392,3,4,2008,185000
748,26073,3,4,2008,185000
749,1879,2,12,2008,130000
750,7000,2,7,2008,100000
751,6000,3,7,2008,100000
752,8155,4,7,2008,124000
753,6000,3,7,2008,100000
754,7392,2,5,2008,100000
755,9000,4,1,2008,124000
756,14584,2,2,2008,185000
757,5280,2,7,2008,130000
758,5150,2,5,2008,130000
759,9000,3,6,2008,124000
760,3843,2,8,2008,130000
761,3811,2,7,2008,130000
762,23730,3,9,2008,185000
763,11050,3,9,2008,115000
764,10260,4,11,2008,115000
765,9990,3,7,2008,115000
766,4084,2,7,2008,130000
767,11563,3,4,2008,185000
768,12852,3,1,2008,185000
769,9802,3,4,2008,115000
770,12018,3,10,2008,185000
771,12890,3,7,2008,185000
772,18265,3,3,2008,185000
773,11202,3,6,2008,115000
774,7915,3,12,2008,124000
775,11449,3,1,2008,185000
776,11447,3,6,2008,185000
777,8940,2,11,2008,124000
778,9278,2,2,2008,115000
779,4500,2,4,2008,130000
780,14137,3,11,2008,185000
781,4224,3,6,2008,130000
782,2665,4,5,2008,130000
783,1974,2,6,2008,130000
784,1596,1,7,2008,130000
785,17979,3,2,2008,185000
786,1477,3,3,2008,130000
787,6490,2,4,2008,100000
788,6600,3,7,2008,100000
789,12395,3,4,2008,185000
790,56600,4,1,2008,185000
791,10667,3,3,2007,135000
792,8872,3,3,2007,144000
793,10147,3,3,2007,135000
794,8637,3,4,2007,144000
795,7875,3,8,2007,144000
796,7500,5,8,2007,100000
797,9556,3,8,2007,135000
798,7655,3,7,2007,144000
799,18160,3,3,2007,190000
800,4740,2,10,2007,130000
801,5118,1,8,2007,130000
802,12328,4,7,2007,190000
803,51974,4,6,2007,190000
804,41600,3,11,2007,190000
805,8035,2,3,2007,144000
806,14082,1,1,2007,190000
807,13870,3,10,2007,190000
808,10960,3,4,2007,135000
809,12090,3,3,2007,190000
810,12299,3,9,2007,190000
811,11339,4,3,2007,135000
812,11850,3,8,2007,190000
813,10400,2,8,2007,135000
814,13001,2,9,2007,190000
815,8991,3,2,2007,144000
816,8000,4,11,2007,144000
817,9457,3,9,2007,135000
818,7920,3,10,2007,144000
819,17199,2,7,2007,190000
820,4113,2,7,2007,130000
821,10943,2,10,2007,135000
822,2205,3,2,2007,130000
823,2058,4,12,2007,130000
824,2304,2,4,2007,130000
825,7150,3,11,2007,100000
826,12469,3,8,2007,190000
827,11825,3,6,2007,190000
828,14333,2,11,2007,190000
829,13641,3,12,2007,190000
830,13440,4,3,2007,190000
831,15431,2,8,2007,190000
832,13891,3,10,2007,190000
833,13654,4,5,2007,190000
834,17169,2,8,2007,190000
835,16659,3,6,2007,190000
836,9709,3,9,2007,135000
837,13615,3,6,2007,190000
838,13069,5,8,2007,190000
839,14277,3,1,2007,190000
840,12568,3,8,2007,190000
841,9926,3,5,2007,135000
842,9254,3,1,2007,135000
843,10732,3,2,2007,135000
844,3901,1,8,2007,130000
845,3903,1,5,2007,130000
846,6289,2,6,2007,100000
847,4590,2,5,2007,130000
848,7841,2,5,2007,144000
849,6240,2,9,2007,100000
850,3242,2,3,2007,130000
851,15810,3,5,2007,190000
852,10237,3,6,2007,135000
853,13204,3,5,2007,190000
854,8857,3,3,2007,144000
855,9729,3,6,2007,135000
856,12216,3,6,2007,190000
857,8229,3,12,2007,144000
858,7713,3,7,2007,144000
859,7697,3,8,2007,144000
860,3621,2,11,2007,130000
861,3710,2,8,2007,130000
862,16219,2,4,2007,190000
863,11084,3,6,2007,135000
864,10936,3,4,2007,135000
865,11950,3,10,2007,190000
866,7875,4,7,2007,144000
867,8740,4,7,2007,144000
868,9487,3,6,2007,135000
869,9649,3,5,2007,135000
870,12191,4,6,2007,190000
871,10557,4,7,2007,135000
872,11002,4,1,2007,135000
873,10790,4,5,2007,135000
874,11762,4,9,2007,190000
875,9044,4,5,2007,144000
876,9910,3,9,2007,135000
877,11830,3,7,2007,190000
878,10612,3,1,2007,135000
879,12291,1,10,2007,190000
880,9965,3,9,2007,135000
881,8847,3,12,2007,144000
882,8251,3,4,2007,144000
883,9605,3,7,2007,135000
884,8778,3,3,2007,144000
885,8640,3,11,2007,144000
886,9000,3,6,2007,144000
887,8640,3,11,2007,144000
888,10411,3,7,2007,135000
889,12217,3,12,2007,190000
890,10440,2,5,2007,135000
891,11824,2,4,2007,190000
892,10625,4,6,2007,135000
893,7500,3,6,2007,100000
894,7500,3,10,2007,100000
895,12450,3,5,2007,190000
896,7441,3,6,2007,100000
897,11613,3,5,2007,135000
898,8012,2,7,2007,144000
899,6285,2,3,2007,100000
900,7476,3,6,2007,100000
901,19522,3,2,2007,190000
902,10751,2,8,2007,135000
903,12712,2,1,2007,190000
904,4379,2,7,2007,130000
905,3523,2,2,2007,130000
906,3784,2,2,2007,130000
907,3606,2,8,2007,130000
908,5330,2,7,2007,130000
909,2280,3,9,2007,130000
910,2117,3,9,2007,130000
911,7321,3,12,2007,100000
912,8010,3,8,2007,144000
913,8413,3,6,2007,144000
914,9466,1,5,2007,135000
915,12000,3,3,2007,190000
916,17778,2,3,2007,190000
917,11700,3,9,2007,190000
918,8000,4,6,2007,144000
919,8723,3,1,2007,144000
920,11700,3,4,2007,190000
921,11358,3,5,2007,135000
922,9547,2,7,2007,135000
923,10530,3,8,2007,135000
924,10738,3,11,2007,135000
925,10800,3,2,2007,135000
926,8050,3,3,2007,144000
927,10899,2,4,2007,135000
928,7450,2,1,2007,100000
929,14357,2,8,2007,190000
930,8243,3,2,2007,144000
