,0,1,2,3,4
437,5707,3,3,2009,135000
438,8574,3,10,2009,135000
439,7155,3,5,2009,135000
440,13680,2,2,2009,135000
441,14680,2,6,2009,135000
442,8145,5,7,2009,135000
443,9100,2,10,2009,135000
444,13339,3,5,2009,135000
445,15600,3,10,2009,135000
446,17500,3,1,2009,135000
447,1733,2,5,2009,118000
448,1488,2,10,2009,118000
449,1612,2,7,2009,118000
450,13607,3,4,2009,135000
451,17597,3,7,2009,135000
452,8660,5,12,2009,135000
453,10200,2,5,2009,135000
454,3843,2,6,2009,135000
455,21780,1,3,2009,135000
456,10125,3,5,2009,135000
457,9750,2,4,2009,135000
458,9360,2,11,2009,135000
459,11070,2,4,2009,135000
460,13438,3,7,2009,135000
461,14463,3,1,2009,135000
462,9839,3,2,2009,135000
463,14419,3,7,2009,135000
464,9157,3,2,2009,135000
465,12633,2,5,2009,135000
466,12518,3,4,2009,135000
467,13383,3,3,2009,135000
468,7689,2,7,2009,135000
469,7706,2,8,2009,135000
470,7669,2,6,2009,135000
471,10429,3,7,2009,135000
472,10457,4,4,2009,135000
473,8702,3,4,2008,135000
474,8139,3,10,2008,135000
475,9535,3,5,2008,135000
476,15038,3,11,2008,135000
477,14137,3,11,2008,135000
478,6264,1,7,2008,135000
479,5070,2,8,2008,135000
480,11184,3,4,2008,135000
481,14067,3,9,2008,135000
482,5950,2,4,2008,135000
483,13543,5,7,2008,135000
484,15401,2,9,2008,135000
485,31220,3,5,2008,135000
486,8118,2,7,2008,135000
487,47280,3,7,2008,135000
488,12680,2,6,2008,135000
489,10825,3,7,2008,135000
490,18559,3,8,2008,135000
491,14450,3,3,2008,135000
492,13068,3,11,2008,135000
493,10400,3,3,2008,135000
494,9743,3,6,2008,135000
495,12511,4,12,2008,135000
496,10400,2,4,2008,135000
497,14311,4,6,2008,135000
498,9000,4,6,2008,135000
499,10295,2,9,2008,135000
500,7560,3,5,2008,135000
501,1680,2,2,2008,118000
502,1890,2,4,2008,118000
503,1680,3,12,2008,118000
504,2308,4,5,2008,118000
505,2529,2,9,2008,118000
506,12704,3,1,2008,135000
507,13693,4,8,2008,135000
508,14418,2,5,2008,135000
509,13418,4,10,2008,135000
510,12539,4,6,2008,135000
511,12151,3,8,2008,135000
512,8899,4,6,2008,135000
513,10574,4,7,2008,135000
514,12720,1,2,2008,135000
515,10845,2,6,2008,135000
516,16900,4,1,2008,135000
517,16451,4,7,2008,135000
518,10110,2,11,2008,135000
519,12304,2,6,2008,135000
520,8232,2,6,2008,135000
521,6240,2,6,2008,135000
522,6240,2,2,2008,135000
523,2448,2,10,2008,118000
524,3940,2,8,2008,135000
525,3940,2,5,2008,135000
526,3710,2,3,2008,135000
527,9024,3,7,2008,135000
528,8010,3,7,2008,135000
529,8396,4,5,2008,135000
530,7301,2,11,2008,135000
531,8220,3,7,2008,135000
532,7750,3,4,2008,135000
533,12460,4,5,2008,135000
534,8390,3,5,2008,135000
535,9660,3,9,2008,135000
536,11000,4,6,2008,135000
537,11675,2,7,2008,135000
538,10990,4,6,2008,135000
539,11929,4,6,2008,135000
540,10010,4,7,2008,135000
541,13253,3,5,2008,135000
542,9801,3,7,2008,135000
543,9428,3,2,2008,135000
544,10037,3,8,2008,135000
545,8640,3,7,2008,135000
546,10625,3,6,2008,135000
547,7500,2,4,2008,135000
548,10110,3,7,2008,135000
549,12774,3,7,2008,135000
550,13072,3,6,2008,135000
551,9260,3,3,2008,135000
552,8453,3,4,2008,135000
553,8480,3,10,2008,135000
554,14565,3,11,2008,135000
555,8450,3,9,2008,135000
556,8285,3,5,2008,135000
557,9100,3,8,2008,135000
558,8100,3,7,2008,135000
559,8450,3,4,2008,135000
560,6360,3,1,2008,135000
561,19508,3,7,2008,135000
562,10759,4,7,2008,135000
563,9205,4,6,2008,135000
564,11025,4,6,2008,135000
565,3435,1,6,2008,144152
566,3180,2,5,2008,130000
567,3180,2,3,2008,130000
568,2280,3,4,2008,118000
569,4765,2,7,2008,135000
570,4538,1,7,2008,135000
571,4385,2,9,2008,135000
572,4109,2,6,2008,135000
573,2160,3,6,2008,118000
574,10646,3,6,2008,135000
575,2645,3,12,2008,118000
576,2645,3,12,2008,118000
577,3951,2,2,2008,135000
578,11064,1,8,2008,135000
579,24572,3,6,2008,135000
580,16280,3,5,2008,135000
581,7500,3,4,2008,135000
582,11104,4,5,2008,135000
583,11050,4,10,2008,135000
584,15387,4,8,2008,135000
585,9750,4,8,2008,135000
586,8814,4,6,2008,135000
587,8125,3,7,2008,135000
588,11072,6,11,2008,135000
589,13355,4,5,2008,135000
590,7785,2,3,2008,135000
591,9900,3,5,2008,135000
592,11332,3,8,2008,135000
593,4882,2,9,2008,135000
594,9600,3,2,2008,135000
595,9600,3,9,2008,135000
596,7584,3,6,2008,135000
597,14670,4,8,2008,135000
598,8856,3,5,2008,135000
599,9840,2,6,2008,135000
600,13200,3,5,2008,135000
601,10425,3,4,2008,135000
602,11556,2,5,2008,135000
603,9373,3,5,2008,135000
604,12774,2,7,2008,135000
605,14250,3,9,2008,135000
606,8838,4,10,2008,135000
607,12436,5,1,2008,135000
608,10122,1,8,2008,135000
609,7506,3,5,2008,135000
610,5400,2,7,2008,135000
611,10836,3,6,2008,135000
612,10180,3,6,2008,135000
613,11355,3,4,2008,135000
614,12929,3,6,2008,135000
615,7200,2,2,2008,135000
616,8000,3,5,2008,135000
617,8000,3,11,2008,135000
618,8064,3,9,2008,135000
619,6390,2,6,2008,135000
620,7200,4,4,2008,135000
621,8513,6,11,2008,135000
622,7200,3,3,2008,135000
623,7200,2,7,2008,135000
624,7590,3,5,2008,135000
625,9836,3,12,2008,135000
626,9184,3,7,2008,135000
627,4800,2,1,2008,135000
628,4800,2,8,2008,135000
629,6000,4,6,2008,135000
630,11426,3,6,2008,135000
631,7628,2,5,2008,135000
632,7308,2,6,2008,135000
633,5400,2,2,2008,135000
634,10800,3,5,2008,135000
635,6756,2,9,2008,135000
636,5914,3,9,2008,135000
637,9000,3,6,2008,135000
638,7311,1,3,2008,135000
639,12205,5,12,2008,135000
640,9142,4,2,2008,135000
641,5350,3,3,2008,135000
642,9143,2,5,2008,135000
643,9600,4,4,2008,135000
644,6000,3,2,2008,135000
645,11340,2,11,2008,135000
646,10800,5,12,2008,135000
647,9750,2,6,2008,135000
648,8516,2,5,2008,135000
649,7111,2,7,2008,135000
650,7425,3,8,2008,135000
651,7010,3,7,2008,135000
652,5000,3,5,2008,135000
653,5870,3,4,2008,135000
654,6000,3,7,2008,135000
655,6000,2,7,2008,135000
656,6000,3,5,2008,135000
657,6000,2,4,2008,135000
658,5000,3,4,2008,135000
659,5520,3,4,2008,135000
660,5940,2,4,2008,135000
661,6240,2,8,2008,135000
662,6120,1,6,2008,135000
663,6240,4,1,2008,135000
664,6120,4,10,2008,135000
665,9144,4,3,2008,135000
666,8094,5,9,2008,135000
667,4347,3,6,2008,135000
668,6291,1,7,2008,135000
669,10266,4,5,2008,135000
670,6876,4,11,2008,135000
671,10320,2,4,2008,135000
672,7200,2,7,2008,135000
673,7006,3,8,2008,135000
674,10320,1,8,2008,135000
675,10320,3,5,2008,135000
676,9488,3,9,2008,135000
677,11235,3,5,2008,135000
678,13014,3,12,2008,135000
679,10265,3,7,2008,135000
680,7703,3,5,2008,135000
681,9981,3,3,2008,135000
682,7400,2,3,2008,135000
683,12900,3,1,2008,135000
684,9239,3,5,2008,135000
685,14175,1,6,2008,135000
686,10532,3,12,2008,135000
687,8375,2,6,2008,135000
688,10200,3,6,2008,135000
689,20270,3,4,2008,135000
690,5190,2,1,2008,135000
691,19550,2,1,2008,135000
692,9571,3,7,2008,135000
693,9350,2,4,2008,135000
694,9360,3,11,2008,135000
695,9771,4,6,2008,135000
696,9938,3,4,2008,135000
697,14171,4,12,2008,135000
698,10541,3,2,2008,135000
699,10616,3,3,2008,135000
700,9345,3,5,2008,135000
701,11778,3,6,2008,135000
702,11778,3,12,2008,135000
703,11454,3,2,2008,135000
704,11500,2,3,2008,135000
705,9750,3,8,2008,135000
706,8696,3,5,2008,135000
707,13142,3,7,2008,135000
708,8998,3,6,2008,135000
709,12192,3,5,2008,135000
710,12250,3,5,2008,135000
711,9216,3,9,2008,135000
712,14330,2,8,2008,135000
713,10400,3,6,2008,135000
714,9720,3,1,2008,135000
715,14860,3,6,2008,135000
716,10905,4,8,2008,135000
717,11690,3,6,2008,135000
718,4426,1,2,2008,135000
719,10126,2,7,2008,135000
720,9750,3,6,2008,135000
721,11058,3,2,2008,135000
722,9627,3,6,2008,135000
723,9825,3,4,2008,135000
724,12102,3,4,2008,135000
725,6500,3,5,2008,135000
726,9638,3,11,2008,135000
727,7200,3,2,2008,135000
728,47007,5,7,2008,135000
729,6012,2,6,2008,135000
730,6845,2,7,2008,135000
731,6931,2,5,2008,135000
732,12180,2,1,2008,135000
733,8050,4,4,2008,135000
734,9520,2,5,2008,135000
735,7692,3,11,2008,135000
736,5142,3,6,2008,135000
737,7290,2,4,2008,135000
738,7804,4,7,2008,135000
739,8969,2,7,2008,135000
740,15564,3,1,2008,135000
741,7609,3,6,2008,135000
742,9650,4,6,2008,135000
743,11700,4,7,2008,135000
744,9260,3,3,2008,135000
745,7801,2,5,2008,135000
746,9670,4,6,2008,135000
747,12392,3,4,2008,135000
748,26073,3,4,2008,135000
749,1879,2,12,2008,118000
750,7000,2,7,2008,135000
751,6000,3,7,2008,135000
752,8155,4,7,2008,135000
753,6000,3,7,2008,135000
754,7392,2,5,2008,135000
755,9000,4,1,2008,135000
756,14584,2,2,2008,135000
757,5280,2,7,2008,135000
758,5150,2,5,2008,135000
759,9000,3,6,2008,135000
760,3843,2,8,2008,135000
761,3811,2,7,2008,135000
762,23730,3,9,2008,135000
763,11050,3,9,2008,135000
764,10260,4,11,2008,135000
765,9990,3,7,2008,135000
766,4084,2,7,2008,135000
767,11563,3,4,2008,135000
768,12852,3,1,2008,135000
769,9802,3,4,2008,135000
770,12018,3,10,2008,135000
771,12890,3,7,2008,135000
772,18265,3,3,2008,135000
773,11202,3,6,2008,135000
774,7915,3,12,2008,135000
775,11449,3,1,2008,135000
776,11447,3,6,2008,135000
777,8940,2,11,2008,135000
778,9278,2,2,2008,135000
779,4500,2,4,2008,135000
780,14137,3,11,2008,135000
781,4224,3,6,2008,135000
782,2665,4,5,2008,118000
783,1974,2,6,2008,118000
784,1596,1,7,2008,118000
785,17979,3,2,2008,135000
786,1477,3,3,2008,118000
787,6490,2,4,2008,135000
788,6600,3,7,2008,135000
789,12395,3,4,2008,135000
790,56600,4,1,2008,135000
791,10667,3,3,2007,135000
792,8872,3,3,2007,135000
793,10147,3,3,2007,135000
794,8637,3,4,2007,135000
795,7875,3,8,2007,135000
796,7500,5,8,2007,135000
797,9556,3,8,2007,135000
798,7655,3,7,2007,135000
799,18160,3,3,2007,135000
800,4740,2,10,2007,135000
801,5118,1,8,2007,135000
802,12328,4,7,2007,135000
803,51974,4,6,2007,135000
804,41600,3,11,2007,135000
805,8035,2,3,2007,135000
806,14082,1,1,2007,135000
807,13870,3,10,2007,135000
808,10960,3,4,2007,135000
809,12090,3,3,2007,135000
810,12299,3,9,2007,135000
811,11339,4,3,2007,135000
812,11850,3,8,2007,135000
813,10400,2,8,2007,135000
814,13001,2,9,2007,135000
815,8991,3,2,2007,135000
816,8000,4,11,2007,135000
817,9457,3,9,2007,135000
818,7920,3,10,2007,135000
819,17199,2,7,2007,135000
820,4113,2,7,2007,135000
821,10943,2,10,2007,135000
822,2205,3,2,2007,118000
823,2058,4,12,2007,118000
824,2304,2,4,2007,118000
825,7150,3,11,2007,135000
826,12469,3,8,2007,135000
827,11825,3,6,2007,135000
828,14333,2,11,2007,135000
829,13641,3,12,2007,135000
830,13440,4,3,2007,135000
831,15431,2,8,2007,135000
832,13891,3,10,2007,135000
833,13654,4,5,2007,135000
834,17169,2,8,2007,135000
835,16659,3,6,2007,135000
836,9709,3,9,2007,135000
837,13615,3,6,2007,135000
838,13069,5,8,2007,135000
839,14277,3,1,2007,135000
840,12568,3,8,2007,135000
841,9926,3,5,2007,135000
842,9254,3,1,2007,135000
843,10732,3,2,2007,135000
844,3901,1,8,2007,135000
845,3903,1,5,2007,135000
846,6289,2,6,2007,135000
847,4590,2,5,2007,135000
848,7841,2,5,2007,135000
849,6240,2,9,2007,135000
850,3242,2,3,2007,130000
851,15810,3,5,2007,135000
852,10237,3,6,2007,135000
853,13204,3,5,2007,135000
854,8857,3,3,2007,135000
855,9729,3,6,2007,135000
856,12216,3,6,2007,135000
857,8229,3,12,2007,135000
858,7713,3,7,2007,135000
859,7697,3,8,2007,135000
860,3621,2,11,2007,135000
861,3710,2,8,2007,135000
862,16219,2,4,2007,135000
863,11084,3,6,2007,135000
864,10936,3,4,2007,135000
865,11950,3,10,2007,135000
866,7875,4,7,2007,135000
867,8740,4,7,2007,135000
868,9487,3,6,2007,135000
869,9649,3,5,2007,135000
870,12191,4,6,2007,135000
871,10557,4,7,2007,135000
872,11002,4,1,2007,135000
873,10790,4,5,2007,135000
874,11762,4,9,2007,135000
875,9044,4,5,2007,135000
876,9910,3,9,2007,135000
877,11830,3,7,2007,135000
878,10612,3,1,2007,135000
879,12291,1,10,2007,135000
880,9965,3,9,2007,135000
881,8847,3,12,2007,135000
882,8251,3,4,2007,135000
883,9605,3,7,2007,135000
884,8778,3,3,2007,135000
885,8640,3,11,2007,135000
886,9000,3,6,2007,135000
887,8640,3,11,2007,135000
888,10411,3,7,2007,135000
889,12217,3,12,2007,135000
890,10440,2,5,2007,135000
891,11824,2,4,2007,135000
892,10625,4,6,2007,135000
893,7500,3,6,2007,135000
894,7500,3,10,2007,135000
895,12450,3,5,2007,135000
896,7441,3,6,2007,135000
897,11613,3,5,2007,135000
898,8012,2,7,2007,135000
899,6285,2,3,2007,135000
900,7476,3,6,2007,135000
901,19522,3,2,2007,135000
902,10751,2,8,2007,135000
903,12712,2,1,2007,135000
904,4379,2,7,2007,135000
905,3523,2,2,2007,144152
906,3784,2,2,2007,135000
907,3606,2,8,2007,135000
908,5330,2,7,2007,135000
909,2280,3,9,2007,118000
910,2117,3,9,2007,118000
911,7321,3,12,2007,135000
912,8010,3,8,2007,135000
913,8413,3,6,2007,135000
914,9466,1,5,2007,135000
915,12000,3,3,2007,135000
916,17778,2,3,2007,135000
917,11700,3,9,2007,135000
918,8000,4,6,2007,135000
919,8723,3,1,2007,135000
920,11700,3,4,2007,135000
921,11358,3,5,2007,135000
922,9547,2,7,2007,135000
923,10530,3,8,2007,135000
924,10738,3,11,2007,135000
925,10800,3,2,2007,135000
926,8050,3,3,2007,135000
927,10899,2,4,2007,135000
928,7450,2,1,2007,135000
929,14357,2,8,2007,135000
930,8243,3,2,2007,135000
